CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Descricao_Bem_Ativo;Pais;UF;Municipio;Tipo_Propriedade
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Uruguai;;Munhoz de Melo;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Uruguai;;Munhoz de Melo;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Uruguai;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;SP;São Paulo;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Camaquã;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Itaqui;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Dom Pedrito;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Rio Grande;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MA;Itapecuru Mirim;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;SC;Navegantes;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RJ;São Gonçalo;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RJ;Rio de Janeiro;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;SP;São Paulo;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Camaquã;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Itaqui;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;BA;Salvador;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Rio Grande;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MA;Itapecuru Mirim;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MG;Uberlândia;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RJ;São Gonçalo;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RJ;Rio de Janeiro;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MG;Montes Claros;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;SP;São Paulo;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;RS;Camaquã;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;RS;Itaqui;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Maçambará;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;RS;Rio Grande;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;MA;Itapecuru Mirim;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;SC;Navegantes;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;RJ;São Gonçalo;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;RJ;Rio de Janeiro;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MG;Montes Claros;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Chile;;Bom Jesus de Goiás;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Chile;;Bom Jesus de Goiás;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Chile;;São Benedito;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Chile;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Chile;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Chile;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Chile;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Chile;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Peru;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Peru;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Peru;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MG;Betim;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Uruguai;;Buritinópolis;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Uruguai;;Buritinópolis;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Uruguai;;Buritinópolis;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Capão do Leão;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;GO;Aparecida de Goiânia;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;TO;Paraíso do Tocantins;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;PE;Cabo de Santo Agostinho;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Capão do Leão;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;TO;Paraíso do Tocantins;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;GO;Aparecida de Goiânia;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;PE;Cabo de Santo Agostinho;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;RS;Capão do Leão;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;TO;Paraíso do Tocantins;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Brasil;GO;Aparecida de Goiânia;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;CE;Fortaleza;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Peru;;Caconde;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Peru;;Caconde;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Peru;;;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Peru;;Buriti Alegre;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Peru;;Buriti Alegre;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Uruguai;;Parauapebas;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Uruguai;;Parauapebas;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Maquinas e Equipamentos;Uruguai;;Parauapebas;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;SP;Barra Bonita;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;SP;Barra Bonita;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;DF;Brasília;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MG;Belo Horizonte;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;ES;Serra;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;PE;Cabo de Santo Agostinho;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;ES;Serra;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Cachoeirinha;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MA;São Luís;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/instalações;Brasil;PR;Castro;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;PR;Castro;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MG;Belo Horizonte;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;BA;Salvador;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;DF;Brasília;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MG;Machado;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MG;Betim;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;RS;Dom Pedrito;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;RS;Dom Pedrito;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;CE;Fortaleza;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;SC;Itajaí;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;SC;Navegantes;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;SP;Barra Bonita;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;SC;Itajaí;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;SC;Itajaí;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;RS;Maçambará;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Cachoeirinha;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;RS;Maçambará;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;PR;Castro;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;MG;Betim;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MG;Machado;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;MG;Machado;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MG;Uberlândia;Alugada
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Brasil;MG;Varginha;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MG;Varginha;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;MG;Varginha;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Brasil;MA;São Luís;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Brasil;MA;São Luís;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terreno;Uruguai;;Buritinópolis;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Uruguai;;Buritinópolis;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Uruguai;;Buritinópolis;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Peru;;Buriti Alegre;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Terrenos;Peru;;Buriti Alegre;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Prédios/Instalações;Peru;;Buriti Alegre;Própria
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;Máquinas e Equipamentos;Peru;;Buriti Alegre;Própria
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Instalações;Brasil;SP;Barueri;Própria
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Veículos;Brasil;SP;Barueri;Própria
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Software;Brasil;SP;Barueri;Própria
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Sede - Conjunto de Escritório 171B, 17º A;Brasil;SP;Barueri;Alugada
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Data Center SP2: Alameda Araguaia, 3641, Alphaville;Brasil;SP;Barueri;Alugada
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Data Center SP4: Avenida Ceci, 1900;Brasil;SP;Barueri;Alugada
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Máquinas e Equipamentos;Brasil;SP;Barueri;Própria
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;Móveis e Utensílios;Brasil;SP;Barueri;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio Administrativo;El Salvador;;Cabeceiras;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio Adminstrativo;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial (Acabamento/expedição);Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial (cozinha da estamparia/tinturaria/cozinha de corantes);Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial (aquecedores de óleo térmico);Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial (Tecelagem);Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial (Almox de fios/Almox de peças/Almox de químicos e corantes);Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio da Manuteção/Laboratório;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio das Caldeiras;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio dos Compressores;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Estação de Tratamento de Efluentes;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio Geradores/Transformadores;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Substação;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Depósito de Líquidos Inflamáveis;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Estação de Tratamento de Afluentes;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio Administrativo;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavillhão Industrial;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio da Tinturaria;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio das Caldeiras;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio da Creche;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio do Refeitório;Brasil;RS;Rio Branco;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Estação de tratamento de Afluentes;El Salvador;RS;Anápolis;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial C;El Salvador;;Cabeceiras;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Substação;El Salvador;;Cabeceiras;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Prédio do Refeitórios;El Salvador;;Cabeceiras;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial B;El Salvador;;Cabeceiras;Própria
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;Pavilhão Industrial A;El Salvador;;Cabeceiras;Própria
