CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;1105;18;0;4970927;40.006000;0;0.000000;4970927;40.006000;2024-04-30
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-09-29
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;6806;36;129;63191829;22.062000;0;0.000000;63191829;22.062000;2023-04-26
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;39157;316;1115;540206440;87.528000;0;0.000000;540206440;87.528000;2024-04-23
56.444.250/0001-75;2023-12-31;1;127609;HAUSCENTER SA;3;1;0;2327;100.000000;0;0.000000;2327;100.000000;2020-06-12
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;6001;25;117;588537;1.883000;51230041;83.489000;51818578;55.948000;2023-04-26
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;51223;66;248;49889207;53.546000;0;0.000000;49889207;53.546000;2024-03-26
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;461;21;1;100044;22.000000;0;0.000000;100044;22.000000;2023-04-28
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;42362;196;309;257037168;46.523000;0;0.000000;257037168;46.523000;2024-04-03
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;17431;69;303;29830740;16.629000;0;0.000000;29830740;16.629000;2023-04-19
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;10658;42;20;8197233;0.797000;20503796;4.325000;28701029;1.910000;2023-04-27
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;72434;857;263;2;0.000000;327696379;53.229000;327696381;25.738000;2023-04-28
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;3784;11;103;0;0.000000;53747151;74.656000;53747151;5.662000;2024-04-26
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;25893;107;139;476128588;58.026000;0;0.000000;476128588;58.026000;2023-07-27
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;11;2;0;0;0.000000;0;0.000000;0;0.000000;2023-09-01
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;8;1;0;0;0.000000;0;0.000000;0;0.000000;2022-03-30
60.398.369/0004-79;2023-12-31;9;137060;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;23102;188;20;56607699;100.000000;0;0.000000;56607699;100.000000;2023-04-19
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;59270;414;195;52865876;39.004000;0;0.000000;52865876;39.004000;2023-04-27
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;12300;98;0;321904;47.915000;8859819;98.846000;9181723;95.295000;2023-04-28
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;5853;40;42;88646537;40.846000;0;0.000000;88646537;40.846000;2023-04-26
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;53340;1325;46;238298510;30.362000;435244276;99.140000;673542786;55.034000;2023-04-20
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;23;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;2;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-25
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;257;22;3;329813;5.857000;425497;55.017000;755310;11.794000;2023-04-28
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;844391;34573;1129;1489259656;27.939000;5135772281;96.685000;6625031937;62.253000;2024-02-22
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;24892;2658;82;5554819;10.386000;10397128;29.606000;15951947;18.004000;2023-03-30
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;201462;237;874;240822651;44.011000;0;0.000000;240822651;44.011000;2023-04-28
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;959;18;14;253806;41.800000;977179;98.426000;1230985;76.937000;2023-04-28
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;513029;13414;1569;402586896;8.119000;4791715383;98.883000;5194302279;52.981000;2024-04-23
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;333;10;0;71121;1.074000;0;0.000000;71121;1.074000;2017-04-27
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;180139;1354;410;161021803;22.832000;515183652;94.043000;676205455;53.964000;2023-04-27
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;445;9;0;453236;12.181000;0;0.000000;453236;12.181000;2022-04-28
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;1311;17;9;1547;0.075000;2833965;76.264000;2835512;49.030000;2022-04-26
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;4239;65;32;18988602;94.943000;0;0.000000;18988602;94.943000;2023-04-30
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;20123;840;196;23066124;6.794000;166460180;48.453000;189526304;27.747000;2024-04-26
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;2539;36;0;17667940;43.837000;61974046;99.508000;79641986;77.635000;2016-04-30
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;875;25;0;142160;5.276000;5388860;99.997000;5531020;68.424000;2023-04-27
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;3569;30;27;21069676;49.839000;0;0.000000;21069676;49.839000;2023-04-12
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;24663;177;89;60677201;98.220000;0;0.000000;60677201;98.220000;2023-06-07
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;49666;384;404;130262282;84.740000;0;0.000000;130262282;84.740000;2023-04-28
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;4;1;0;1334;21.344000;7832;63.443000;9166;49.293000;2022-04-29
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;79889;252;14;26868119;7.209000;133217443;63.275000;160085562;27.448000;2023-04-28
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;46225;192;39;31628685;46.127000;0;0.000000;31628685;46.127000;2023-10-03
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;1;2;0;0;0.000000;0;0.000000;0;0.000000;2023-12-28
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;19016;90;80;25959924;45.225000;74119128;67.131000;100079052;59.638000;2023-11-17
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;945;23;0;528480;10.785000;2889825;58.976000;3418305;34.881000;2023-04-28
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;37221;652;373;204466658;31.405000;0;0.000000;204466658;31.405000;2024-01-18
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;5974;47;247;146008342;19.395000;0;0.000000;146008342;19.395000;2024-05-10
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;936740;4044;0;1294957796;36.485000;5560910983;82.033000;6855868779;66.380000;2023-04-28
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;7476;3;0;51864504;2.458000;0;0.000000;51864504;2.458000;2023-04-26
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;53700;213;1481;1279770315;74.492000;0;0.000000;1279770315;74.492000;2024-04-17
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-18
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;6051;98;8;163435;0.157000;975775;3.405000;1139210;0.860000;2023-04-26
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2783;875;0;170215;2.024000;107515;79.045000;277730;3.251000;2023-04-27
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;0;3;0;203203;2.401000;0;0.000000;203203;2.401000;2023-04-26
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;13882;70;6;235904;0.223000;52762493;50.527000;52998397;25.206000;2022-05-25
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;5;0;0;0;0.000000;0;0.000000;0;0.000000;2020-03-05
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;8316;161;56;45175512;12.392000;0;0.000000;45175512;12.392000;2024-05-10
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;41831;118;90;99939997;28.554285;0;0.000000;99939997;28.554285;2023-02-27
65.654.303/0001-73;2023-12-31;4;136080;DIBENS LEASING S.A. - ARREND.MERCANTIL;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;961;38;9;15037435;34.356000;0;0.000000;15037435;34.356000;2023-04-28
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;23445;51;15;27173335;99.366000;0;0.000000;27173335;99.366000;2024-01-12
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;57821;357;724;261036182;42.984000;0;0.000000;261036182;42.984000;2023-04-18
68.400.225/0001-79;2023-06-30;4;130053;CLARANET TECHNOLOGY S.A.;1;2;0;118974393;100.000000;0;0.000000;118974393;100.000000;2023-07-27
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;529;281;0;82479349;27.957000;0;0.000000;82479349;27.957000;2023-04-25
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;18986;575;0;121480372;98.689000;0;0.000000;121480372;98.689000;2024-04-24
71.673.990/0001-77;2023-12-31;3;133746;NATURA COSMETICOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;90709;1090;355;265784616;66.489000;0;0.000000;265784616;66.489000;2023-04-27
73.903.718/0001-61;2023-12-31;1;127475;SNB PARTICIPACOES SA;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-25
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;17461;299;390;533990587;25.328000;0;0.000000;533990587;25.328000;2023-11-17
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2023-09-27
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;369238;1698;662;1300330190;99.999000;1682361591;99.994000;2982691781;99.996000;2023-07-10
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;477645;1117;561;201081482;39.918000;1007470249;100.000000;1208551731;79.973000;2023-04-28
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;468627;33778;442;580061065;90.006000;15589619;98.851000;595650684;90.218000;2023-08-21
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;0;0;0;31978720;100.000000;12627232;100.000000;44605952;100.000000;2024-05-20
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-07
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;65;21;0;61019;4.806000;0;0.000000;61019;4.806000;2022-04-18
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2023-08-04
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;33994;115;273;73410953;51.771000;0;0.000000;73410953;51.771000;2023-04-28
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;1;1;1;0;0.000000;0;0.000000;0;0.000000;2023-05-29
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-06-26
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;107;18;125;57459;0.011000;48242;0.009000;105701;0.010000;2023-10-17
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;1042;24;0;19314;11.502000;169340;50.513000;188654;37.494000;2023-04-27
82.640.558/0001-04;2023-12-31;5;135562;KARSTEN S.A.;1037;194;43;66945;2.326000;730932;21.970000;797877;12.858000;2022-04-29
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;5841;21;25;2801001;28.728000;10646970;83.506000;13447971;59.769000;2023-08-21
82.901.000/0001-27;2023-12-31;3;135975;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;25725;146;221;114286318;34.885000;0;0.000000;114286318;34.885000;2024-04-18
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;1401;32;1;171328;11.762000;1733877;61.865000;1905205;44.731000;2023-05-05
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;20997;91;124;54759327;39.292000;0;0.000000;54759327;39.292000;2023-04-28
83.878.892/0001-55;2023-12-31;12;137642;CENTRAIS ELET DE SANTA CATARINA S.A.;8272;255;110;6297457;40.558000;22810127;98.983000;29107584;75.464000;2023-04-30
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;334172;1607;1201;1482105837;35.334000;0;0.000000;1482105837;35.334000;2024-04-23
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;35713;527;154;143836638;99.764000;0;0.000000;143836638;99.764000;2022-04-29
84.683.408/0001-03;2023-12-31;3;135674;DOHLER S.A.;2331;28;0;74043;0.136000;9373697;44.263000;9447740;12.490000;2023-04-28
84.683.671/0001-94;2023-12-31;4;133542;WETZEL S.A.;1338;18;16;18191;2.652000;992233;72.320000;1010424;49.097000;2023-04-12
84.684.455/0001-63;2023-12-31;6;136134;TIGRE S.A. PARTICIPAÇÕES;12;1;1;0;0.000000;0;0.000000;0;0.000000;2023-07-31
84.693.183/0001-68;2023-12-31;4;135472;SCHULZ S.A.;30885;93;242;28046336;18.368000;173390136;84.712000;201436472;56.366000;2024-03-13
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;0;5;0;85937255;100.000000;145449893;100.000000;231387148;100.000000;2022-04-30
85.778.074/0001-06;2023-12-31;7;136049;METALURGICA RIOSULENSE S.A.;541;22;3;0;0.000000;1415431;56.726000;1415431;23.310000;2022-04-28
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;6;2;0;51422;1.221000;3037167;66.354000;3088589;35.139000;2023-04-20
86.550.951/0001-50;2023-12-31;9;134528;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;1900;14;0;1113606;54.227000;0;0.000000;1113606;54.227000;2023-04-27
87.043.832/0001-73;2023-12-31;6;136999;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;104;1090;19;2;0.000000;432672;4.302000;432674;2.322000;2023-04-25
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;297;16;6;2904091;27.788000;130868;99.619000;3034959;28.679000;2023-04-28
87.762.563/0001-03;2023-12-31;7;137839;CIA HABITASUL DE PARTICIPACOES;175751;1027;330;0;0.000000;3826608;63.980000;3826608;41.896000;2023-04-25
87.870.952/0001-44;2023-12-31;4;135560;BORRACHAS VIPAL S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-03-04
88.610.126/0001-29;2023-12-31;7;136794;FRAS-LE S.A.;8282;40;71;89492359;33.143000;0;0.000000;89492359;33.143000;2023-04-13
88.610.191/0001-54;2023-12-31;4;139048;MUNDIAL S.A. - PRODUTOS DE CONSUMO;2868;143;16;6407320;64.583000;0;0.000000;6407320;64.583000;2024-06-04
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;61157;506;222;197543909;48.187000;666413239;91.752000;863957148;76.034000;2023-03-30
88.613.658/0001-10;2023-06-30;13;132743;PETTENATI S.A. INDUSTRIA TEXTIL;37658;65;0;385196;2.404931;31555716;98.520592;31940912;66.479182;2022-10-28
89.086.144/0001-16;2023-12-31;7;138534;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;51140;566;586;21308966;18.289000;176650127;83.006000;197959093;60.110000;2024-04-18
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;70624;333;546;194261422;43.819000;0;0.000000;194261422;43.819000;2024-04-29
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;10968;95;25;34224161;82.794000;0;0.000000;34224161;82.794000;2024-05-20
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;651147;1404;1393;887175954;38.743000;3063142693;78.748000;3950318647;63.924000;2024-05-07
89.723.993/0001-33;2023-12-31;2;128392;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;397;7;12;1822897;36.711000;4172273;99.976000;5995170;65.601000;2017-07-17
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;74549;261;148;267881678;29.693000;0;0.000000;267881678;29.693000;2023-04-17
90.076.886/0001-40;2023-12-31;4;138919;MINUPAR PARTICIPACOES S.A.;2175;36;8;2848044;40.113000;0;0.000000;2848044;40.113000;2023-04-28
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;309543;16394;885;342918449;8.992000;370722862;10.089000;713641311;9.530000;2022-12-31
90.441.460/0001-48;2023-12-31;4;137407;UNICASA INDÚSTRIA DE MÓVEIS S.A.;6692;47;9;28508438;43.138000;0;0.000000;28508438;43.138000;2023-04-28
91.333.666/0001-17;2023-12-31;8;139739;RECRUSUL S.A.;15096;30;19;1572378;14.745000;17926938;84.727000;19499316;61.276000;2023-04-28
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;237;19;0;50303;5.487000;0;0.000000;50303;5.487000;2023-04-28
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;70344;468;101;176576116;98.251000;0;0.000000;176576116;98.251000;2023-04-03
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;7370;27;69;2518086;30.168000;8736204;74.442000;11254290;56.040000;2023-05-31
92.660.570/0001-26;2023-12-31;4;138132;TREVISA INVESTIMENTOS S.A.;206;6;11;1027200;11.175000;5281200;45.559000;6308400;30.352000;2023-04-27
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;42769;376;51;71294090;47.389000;0;0.000000;71294090;47.389000;2023-05-15
92.690.783/0001-09;2023-12-31;14;138036;METALURGICA GERDAU S.A.;149788;594;672;74533453;20.414000;660411219;98.924000;734944672;71.167000;2023-04-19
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;650;93;8;7599529;33.175000;706145;68.873000;8305674;34.705000;2021-08-03
92.702.067/0001-96;2023-12-31;27;136674;BCO ESTADO DO RIO GRANDE DO SUL S.A.;162189;4682;539;3829177;1.867000;203158052;99.631000;206987229;50.611000;2023-04-27
92.715.812/0001-31;2023-12-31;7;136661;CPFL TRANSMISSÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;224;46;0;3626;0.518000;0;0.000000;3626;0.518000;2023-04-28
92.749.225/0001-63;2023-12-31;4;136932;HERCULES S.A. FABRICA DE TALHERES;844;40;1;2804;1.638000;240946;71.117000;243750;47.794000;2023-04-27
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;135379;901;2001;951452770;98.778000;0;0.000000;951452770;98.778000;2023-04-20
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;113533;547;9;7989674;17.202000;67757791;84.497000;75747465;59.816000;2024-02-26
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;60629;560;3;106519537;44.415000;0;0.000000;106519537;44.415000;2023-04-24
92.802.784/0001-90;2023-12-31;11;135640;CIA RIOGRANDENSE DE SANEAMENTO;0;11;0;4786604;100.000000;82393289;100.000000;87179893;100.000000;2023-12-19
93.828.986/0001-73;2023-12-31;2;137240;CEMEPE INVESTIMENTOS S.A.;608;27;0;12447;2.739000;23246;5.005000;35693;3.884000;2023-04-28
94.813.102/0001-70;2023-12-31;3;133703;TRÊS TENTOS AGROINDUSTRIAL S/A;15910;574;501;113777586;22.833000;0;0.000000;113777586;22.833000;2023-04-26
95.426.862/0001-97;2023-12-31;3;137646;EXCELSIOR ALIMENTOS S.A.;226;6;6;2223;0.078000;1506413;63.420000;1508636;28.889000;2023-04-28
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;41;0;0;458000;0.354000;0;0.000000;458000;0.354000;2024-02-02
96.418.264/0218-02;2023-12-31;14;137838;LOJAS QUERO QUERO S.A.;19862;358;89;195072711;100.000000;0;0.000000;195072711;100.000000;2024-03-13
97.191.902/0001-94;2023-12-31;2;136989;CONSERVAS ODERICH S.A.;429;10;0;112064;1.137000;85888;6.012000;197952;1.754000;2022-04-29
97.837.181/0001-47;2023-12-31;11;136737;DEXCO S.A.;22094;184;541;302768240;36.897000;0;0.000000;302768240;36.897000;2023-04-27
